user_id,anime_id,derived_rating
3,42192,0.15625
3,46095,1.00000
3,46569,0.21739
3,47194,0.90909
3,48316,0.32258
3,48414,0.83333
3,48556,0.21277
3,48981,0.31250
3,49040,0.30303
3,49052,0.15385
3,49387,2.00000
3,50185,0.76923
3,51122,1.66667
3,51458,0.71429
3,51461,1.42857
3,52193,0.66667
3,52211,0.29412
3,52347,0.28571
3,52741,0.62500
3,53199,0.15152
3,53447,0.58824
3,53613,0.27778
3,53720,0.14925
3,53770,0.55556
3,54301,0.52632
3,54714,0.50000
3,54790,0.47619
3,54853,0.27027
3,55528,0.45455
3,55887,0.43478
3,56964,0.26316
3,57181,0.41667
3,58390,0.40000
3,58600,0.25641
3,58812,0.38462
3,58883,0.14706
3,58913,0.37037
3,58939,0.14493
3,59062,0.25000
3,59205,0.24390
3,59267,0.35714
3,59597,0.23810
3,59636,0.14286
4,10087,5.00000
4,35968,3.33333
4,38853,10.00000
4,40748,2.50000
4,41069,2.00000
4,47917,1.66667
4,57181,1.42857
4,59160,1.25000
4,59845,1.11111
4,60543,1.00000
5,170,0.66667
5,269,2.00000
5,387,0.62500
5,392,0.58824
5,457,0.55556
5,2025,0.52632
5,2159,0.50000
5,2251,0.47619
5,7674,0.45455
5,10721,0.43478
5,14813,0.41667
5,16918,0.40000
5,21603,0.38462
5,21743,0.37037
5,22789,0.35714
5,25839,0.34483
5,28999,0.33333
5,30230,0.32258
5,31741,1.25000
5,32948,0.31250
5,33018,0.30303
5,33337,0.29412
5,36864,0.28571
5,37259,0.27778
5,37430,0.71429
5,37965,0.27027
5,38080,0.26316
5,44074,0.25641
5,49785,0.25000
5,50796,0.24390
5,52173,0.23810
5,52701,0.23256
5,52991,10.00000
5,53865,0.22727
5,53912,0.22222
5,54724,0.21739
5,54856,5.00000
5,54865,0.21277
5,54869,0.90909
5,54900,0.20833
5,55742,1.11111
5,55791,1.66667
5,55813,0.20408
5,55866,3.33333
5,55998,0.20000
5,56038,0.19608
5,56285,0.19231
5,56420,0.18868
5,56647,0.18519
5,56843,0.18182
5,56964,0.76923
5,57031,0.17857
5,57181,1.00000
5,57334,0.17544
5,57533,0.83333
5,57554,0.17241
5,57796,0.16949
5,57947,0.16667
5,58059,0.16393
5,58514,1.42857
5,58600,0.16129
5,58811,0.15873
5,58812,0.15625
5,59160,0.15385
5,59361,0.15152
5,59597,0.14925
5,60083,0.14706
5,60146,0.14493
5,60988,2.50000
7,21,10.00000
7,103,2.50000
7,949,1.42857
7,1486,1.66667
7,2039,5.00000
7,2389,3.33333
7,2938,2.00000
8,40956,10.00000
8,53065,5.00000
8,58390,3.33333
8,58812,2.50000
8,59177,2.00000
8,59597,1.66667
8,59898,1.42857
8,60285,1.25000
8,60543,1.11111
9,51009,1.66667
9,51818,1.42857
9,52299,10.00000
9,53447,1.25000
9,54437,5.00000
9,54789,1.11111
9,54869,1.00000
9,55701,3.33333
9,58811,0.90909
9,58913,0.83333
9,59062,2.50000
9,59177,0.76923
9,60697,2.00000
9,60732,0.71429
10,235,10.00000
10,243,0.71429
10,365,0.66667
10,437,0.62500
10,553,0.58824
10,622,0.55556
10,752,0.52632
10,850,0.50000
10,1019,0.47619
10,1216,0.45455
10,1217,0.43478
10,1637,0.41667
10,1640,0.40000
10,1908,0.38462
10,1912,0.37037
10,2179,0.35714
10,2219,0.34483
10,7058,0.33333
10,10564,0.32258
10,12695,0.31250
10,31680,0.30303
10,33050,0.29412
10,33654,0.28571
10,35798,0.27778
10,37207,0.27027
10,37208,0.26316
10,37597,0.25641
10,39764,0.25000
10,41094,0.24390
10,49320,0.23810
10,49665,0.23256
10,49778,3.33333
10,49818,0.22727
10,50694,0.22222
10,51549,0.21739
10,51870,0.83333
10,53540,0.21277
10,54865,2.00000
10,55255,0.20833
10,55830,2.50000
10,56038,0.20408
10,56165,0.20000
10,56647,1.66667
10,56785,0.19608
10,57181,1.42857
10,57554,1.25000
10,57635,1.11111
10,58514,1.00000
10,58717,0.19231
10,58913,5.00000
10,58957,0.18868
10,59189,0.90909
10,59597,0.18519
10,60130,0.18182
10,60131,0.17857
10,60562,0.17544
10,60593,0.17241
10,62373,0.76923
11,21,10.00000
11,235,5.00000
11,1425,3.33333
11,56038,1.42857
11,58390,2.50000
11,58812,2.00000
11,58939,1.25000
11,59062,1.11111
11,59342,1.00000
11,59597,1.66667
11,59898,0.90909
11,60543,0.83333
12,604,10.00000
12,53065,5.00000
12,59207,3.33333
12,59845,2.50000
12,60543,2.00000
12,61322,1.66667
13,21,10.00000
13,30,5.00000
13,53065,3.33333
13,57433,2.50000
13,58390,2.00000
13,58811,1.66667
13,58913,1.42857
13,59062,1.25000
13,59177,1.11111
13,59205,1.00000
13,59342,0.90909
13,60543,0.83333
14,5041,10.00000
14,53512,5.00000
15,22043,1.42857
15,50694,5.00000
15,53065,3.33333
15,56693,1.25000
15,58197,0.58824
15,58390,10.00000
15,59130,0.76923
15,59205,1.11111
15,59207,2.50000
15,59402,1.00000
15,59424,0.71429
15,59597,0.90909
15,59689,0.83333
15,59986,2.00000
15,60543,1.66667
15,60665,0.66667
15,60951,0.62500
16,21,0.83333
16,548,5.00000
16,690,2.00000
16,812,1.66667
16,907,0.90909
16,1377,1.00000
16,1482,1.42857
16,1765,0.76923
16,2596,3.33333
16,6787,0.71429
16,7598,0.66667
16,10191,0.62500
16,15045,0.58824
16,20889,0.55556
16,37208,0.52632
16,37904,0.50000
16,43692,0.47619
16,55255,0.45455
16,58197,1.25000
16,58913,2.50000
16,60130,1.11111
16,60131,10.00000
17,49778,10.00000
17,49818,5.00000
17,50694,3.33333
17,53065,2.50000
17,53447,2.00000
17,58913,1.66667
17,59062,1.42857
17,59177,1.25000
17,59207,1.11111
17,59277,1.00000
17,59459,0.90909
17,59597,0.83333
17,59845,0.76923
17,60285,0.71429
17,60543,0.66667
18,1,1.00000
18,27,0.90909
18,28,0.83333
18,251,0.76923
18,263,0.71429
18,544,0.66667
18,617,0.62500
18,678,0.58824
18,795,0.55556
18,1409,0.52632
18,1410,0.50000
18,1457,0.47619
18,1470,0.45455
18,1535,0.43478
18,1550,0.41667
18,1589,0.40000
18,1735,0.38462
18,1860,0.37037
18,2076,5.00000
18,2596,0.35714
18,2931,0.34483
18,3270,0.33333
18,5220,0.32258
18,9062,0.31250
18,10033,1.11111
18,12119,0.30303
18,13163,0.29412
18,13601,0.28571
18,14227,0.27778
18,14753,3.33333
18,17729,0.27027
18,19775,0.26316
18,21879,0.25641
18,22043,0.25000
18,22057,0.24390
18,23301,2.50000
18,23311,0.23810
18,23579,0.23256
18,23605,0.22727
18,24701,0.22222
18,24821,0.21739
18,25867,0.21277
18,26165,0.20833
18,27899,0.20408
18,27945,0.20000
18,28205,0.19608
18,30370,2.00000
18,31234,0.19231
18,33089,0.18868
18,34572,0.18519
18,34604,0.18182
18,34855,0.17857
18,36029,0.17544
18,38909,0.17241
18,39730,1.66667
18,41409,0.16949
18,51289,0.16667
18,51335,0.16393
18,51836,1.25000
18,55655,0.16129
18,55809,0.15873
18,60108,1.42857
18,60557,10.00000
19,173,1.00000
19,355,2.00000
19,918,1.66667
19,2251,0.90909
19,4081,0.83333
19,6746,10.00000
19,10620,0.76923
19,20787,5.00000
19,24439,0.71429
19,30503,3.33333
19,35120,1.42857
19,38656,1.25000
19,47794,1.11111
19,53924,2.50000
19,59160,0.66667
21,877,10.00000
21,1126,1.42857
21,1852,3.33333
21,1869,1.66667
21,1887,2.50000
21,1942,1.25000
21,4181,2.00000
21,24765,5.00000
22,53447,10.00000
22,59062,5.00000
22,60543,3.33333
23,481,0.38462
23,534,0.76923
23,1313,1.11111
23,5114,0.25000
23,9539,0.24390
23,10721,1.00000
23,13261,0.23810
23,18689,10.00000
23,19257,0.37037
23,19365,0.71429
23,19671,5.00000
23,20583,0.35714
23,20899,0.23256
23,21439,0.22727
23,21835,0.66667
23,22265,3.33333
23,22297,0.22222
23,23199,0.21739
23,24405,0.21277
23,24415,0.20833
23,25517,0.20408
23,27727,0.34483
23,28171,0.20000
23,28927,0.19608
23,30714,0.19231
23,31741,0.18868
23,32093,0.18519
23,32212,0.18182
23,32483,0.62500
23,32542,2.50000
23,32608,0.58824
23,32696,0.28571
23,32697,0.27778
23,33113,0.33333
23,33222,0.27027
23,33255,0.26316
23,33966,0.17857
23,34086,0.55556
23,34368,0.17544
23,34451,0.17241
23,34474,0.16949
23,34543,0.16667
23,34572,0.16393
23,34771,0.16129
23,34863,0.15873
23,34915,0.15625
23,35067,0.15385
23,36029,0.15152
23,37426,0.32258
23,37496,0.14925
23,37571,0.14706
23,37584,0.52632
23,37962,0.50000
23,37991,0.90909
23,38671,0.47619
23,39527,0.14493
23,39533,2.00000
23,39725,0.14286
23,40060,0.14085
23,40075,0.13889
23,40267,0.13699
23,40506,0.13514
23,40906,0.13333
23,41074,0.13158
23,41120,0.12987
23,41762,0.12821
23,41834,0.12658
23,42205,0.12500
23,42249,0.45455
23,42822,0.12346
23,42825,0.12195
23,43591,0.12048
23,44074,1.66667
23,44387,0.11905
23,45665,0.31250
23,46118,0.11765
23,46352,0.43478
23,48406,0.11628
23,48567,0.41667
23,48580,0.30303
23,49154,0.40000
23,49515,0.25641
23,49918,0.29412
23,50172,0.83333
23,50287,0.11494
23,53132,0.11364
23,53199,0.11236
23,54301,0.11111
23,54617,1.42857
23,57592,0.10989
23,58516,0.10870
23,59160,1.25000
25,21,10.00000
25,5114,5.00000
25,8676,3.33333
25,23327,2.50000
25,51122,2.00000
25,53065,1.66667
25,53447,1.42857
25,58913,1.25000
25,59205,1.11111
25,59791,1.00000
25,59986,0.90909
25,60543,0.83333
26,30,0.15385
26,477,0.15152
26,962,10.00000
26,2129,5.00000
26,2926,3.33333
26,2966,2.50000
26,3297,2.00000
26,3299,1.66667
26,4720,0.10101
26,4896,1.42857
26,6547,1.25000
26,8074,1.11111
26,8676,1.00000
26,8915,0.90909
26,9253,0.83333
26,11757,0.76923
26,13759,0.71429
26,14075,0.66667
26,14749,0.62500
26,14829,0.58824
26,14833,0.12987
26,16782,0.55556
26,17549,0.52632
26,17729,0.50000
26,17827,0.14925
26,17895,0.47619
26,18119,0.12821
26,19815,0.45455
26,20031,0.43478
26,20785,0.41667
26,22101,0.14706
26,22319,0.10000
26,22535,0.40000
26,22729,0.38462
26,23623,0.37037
26,25777,0.35714
26,25835,0.34483
26,27655,0.14493
26,27775,0.33333
26,29095,0.32258
26,30276,0.14286
26,30484,0.31250
26,30806,0.12658
26,31240,0.30303
26,31646,0.12500
26,32182,0.29412
26,32360,0.12346
26,32867,0.14085
26,32949,0.28571
26,33352,0.27778
26,34620,0.27027
26,35062,0.26316
26,35180,0.25641
26,35247,0.25000
26,35252,0.13889
26,35507,0.24390
26,35838,0.23810
26,35972,0.23256
26,36492,0.10989
26,36950,0.22727
26,37446,0.12195
26,37451,0.13699
26,37614,0.10870
26,37890,0.12048
26,37998,0.10753
26,38297,0.10638
26,38349,0.10526
26,38480,0.11905
26,38573,0.22222
26,38814,0.10417
26,38909,0.11765
26,38924,0.11628
26,38940,0.13514
26,39063,0.11494
26,39324,0.11364
26,39534,0.13333
26,42282,0.13158
26,46569,0.21739
26,48239,0.21277
26,48415,0.20833
26,48483,0.20408
26,48553,0.11236
26,48760,0.20000
26,48779,0.19608
26,48916,0.19231
26,49470,0.18868
26,50184,0.18519
26,50582,0.18182
26,50685,0.17857
26,51417,0.17544
26,51632,0.17241
26,52082,0.16949
26,52196,0.16667
26,52308,0.10309
26,52608,0.16393
26,53516,0.10204
26,54947,0.16129
26,55071,0.15873
26,56923,0.11111
26,59142,0.15625
29,235,3.33333
29,237,2.50000
29,527,10.00000
29,813,2.00000
29,1470,5.00000
29,49778,1.66667
29,50694,1.42857
29,53065,1.25000
29,53512,1.11111
29,53865,1.00000
29,56038,0.90909
29,56653,0.83333
29,56662,0.76923
29,58390,0.71429
29,58812,0.66667
29,59177,0.62500
29,59207,0.58824
29,59342,0.55556
29,59597,0.52632
29,59619,0.50000
29,59632,0.47619
29,59689,0.45455
29,59845,0.43478
29,59898,0.41667
29,59986,0.40000
29,60285,0.38462
29,60334,0.37037
29,60489,0.35714
29,60543,0.34483
29,60665,0.33333
30,19,5.00000
30,20,2.00000
30,21,3.33333
30,159,0.26316
30,195,0.25641
30,245,0.25000
30,246,0.24390
30,269,1.66667
30,392,0.23810
30,589,1.42857
30,916,0.23256
30,935,0.22727
30,1559,0.22222
30,1604,1.25000
30,2025,0.21739
30,2104,0.21277
30,2251,0.20833
30,2369,1.11111
30,3588,0.20408
30,4898,0.20000
30,6758,0.19608
30,7662,0.19231
30,8425,0.18868
30,8525,0.18519
30,9253,0.18182
30,11757,0.17857
30,12967,1.00000
30,13601,0.90909
30,16890,0.17544
30,18153,0.17241
30,18897,0.16949
30,24439,0.16667
30,24833,0.16393
30,28677,0.16129
30,29589,0.15873
30,29854,0.15625
30,30016,0.15385
30,31798,0.15152
30,32262,0.14925
30,32901,0.14706
30,34451,0.14493
30,34572,0.83333
30,34599,0.14286
30,36037,0.14085
30,37345,0.76923
30,37430,0.13889
30,37447,0.71429
30,37451,0.10989
30,37487,0.13699
30,37520,0.66667
30,37601,0.13514
30,38573,0.13333
30,39017,0.13158
30,39030,0.62500
30,39539,0.12987
30,40834,0.58824
30,41899,0.12821
30,49778,0.12658
30,53065,0.55556
30,53397,0.52632
30,56693,0.50000
30,56700,0.12500
30,57907,0.47619
30,58197,0.45455
30,58390,0.43478
30,58811,0.41667
30,58812,0.40000
30,58913,0.38462
30,59062,0.37037
30,59095,0.35714
30,59130,0.10870
30,59161,0.12346
30,59177,0.34483
30,59192,10.00000
30,59205,0.33333
30,59207,0.12195
30,59277,0.32258
30,59342,0.31250
30,59459,0.12048
30,59597,0.11905
30,59619,0.11765
30,59632,0.30303
30,59791,0.11628
30,60260,0.29412
30,60285,2.50000
30,60315,0.10753
30,60401,0.28571
30,60523,0.11494
30,60543,0.27778
30,60651,0.11364
30,60697,0.11236
30,60732,0.10638
30,60951,0.11111
30,61322,0.27027
32,269,3.33333
32,966,10.00000
32,47405,5.00000
32,52741,2.50000
32,53065,2.00000
32,56038,1.66667
32,58811,1.42857
32,59277,1.25000
32,59597,1.11111
32,59845,1.00000
32,59898,0.90909
32,60543,0.83333
32,60593,0.76923
32,61322,0.71429
33,71,3.33333
33,73,10.00000
33,32887,2.50000
33,48418,2.00000
33,49778,0.76923
33,50392,0.20833
33,50694,1.66667
33,52701,0.71429
33,52816,0.66667
33,53421,0.62500
33,53434,1.42857
33,53730,0.58824
33,53865,0.55556
33,54028,0.18519
33,54041,0.18182
33,54794,0.52632
33,55071,0.50000
33,55129,1.25000
33,55597,0.20408
33,55774,0.47619
33,55813,1.11111
33,55830,1.00000
33,55842,0.45455
33,55866,0.20000
33,55995,0.43478
33,55997,0.41667
33,56700,0.90909
33,56845,0.40000
33,56907,0.38462
33,57192,0.37037
33,57334,0.35714
33,57524,0.34483
33,57907,0.33333
33,58082,0.32258
33,58131,0.83333
33,58271,0.19608
33,58426,0.19231
33,58484,0.31250
33,58600,0.30303
33,58614,0.29412
33,58714,5.00000
33,58725,0.28571
33,58853,0.27778
33,58939,0.27027
33,59130,0.26316
33,59135,0.25641
33,59169,0.25000
33,59361,0.24390
33,59459,0.23810
33,59597,0.23256
33,60140,0.22727
33,60293,0.18868
33,60316,0.22222
33,60523,0.21739
33,60732,0.21277
35,5114,5.00000
35,5372,3.33333
35,33024,2.50000
35,33025,2.00000
35,50694,1.66667
35,58812,1.42857
35,59130,10.00000
35,59597,1.25000
35,60285,1.11111
36,21,2.50000
36,185,2.00000
36,4901,1.66667
36,8074,10.00000
36,10564,1.42857
36,35338,5.00000
36,36906,3.33333
36,38329,1.25000
36,53065,1.11111
36,53397,1.00000
36,58390,0.90909
36,59424,0.83333
36,59689,0.76923
36,59898,0.71429
36,59986,0.66667
37,563,10.00000
37,11771,5.00000
37,30015,3.33333
37,31621,2.50000
37,53065,2.00000
37,59161,1.66667
37,59207,1.42857
37,59597,1.25000
37,60285,1.11111
37,60543,1.00000
38,355,2.00000
38,392,1.66667
38,552,1.42857
38,6702,10.00000
38,10793,1.25000
38,18139,1.11111
38,22877,1.00000
38,28423,0.90909
38,31229,0.83333
38,33948,0.76923
38,36882,0.71429
38,37033,0.66667
38,37202,0.62500
38,37786,0.58824
38,38572,0.55556
38,38671,0.52632
38,38778,0.50000
38,39534,5.00000
38,40716,0.47619
38,40763,0.45455
38,40956,0.43478
38,41094,0.41667
38,41468,0.40000
38,41899,0.38462
38,45576,0.37037
38,47163,0.35714
38,48776,0.34483
38,50184,3.33333
38,50306,0.33333
38,50392,0.32258
38,51297,0.31250
38,51498,0.30303
38,52034,0.29412
38,52709,0.28571
38,52816,0.27778
38,52985,0.27027
38,53237,0.26316
38,53439,2.50000
38,53494,0.25641
38,53516,0.25000
38,54103,0.24390
38,54789,0.23810
38,55791,0.23256
38,56062,0.22727
38,56425,0.22222
38,57533,0.21739
38,57876,0.21277
38,57892,0.20833
38,57947,0.20408
38,58259,0.20000
38,58271,0.19608
38,58514,0.19231
38,58600,0.18868
38,58853,0.18519
38,59002,0.18182
38,59113,0.17857
38,59135,0.17544
38,59160,0.17241
38,59514,0.16949
38,59597,0.16667
38,59730,0.16393
38,59935,0.16129
38,60154,0.15873
38,60157,0.15625
39,12189,10.00000
40,53111,10.00000
41,21,3.33333
41,2104,0.31250
41,14131,0.30303
41,40351,1.00000
41,49778,0.45455
41,50694,0.90909
41,53065,2.50000
41,53512,0.83333
41,53876,0.43478
41,56700,0.41667
41,57433,0.29412
41,57907,0.33333
41,58390,2.00000
41,58811,0.40000
41,58812,0.76923
41,58913,0.71429
41,59062,0.66667
41,59177,1.66667
41,59189,0.38462
41,59207,0.28571
41,59277,0.32258
41,59402,0.37037
41,59459,0.27778
41,59597,0.62500
41,59619,0.58824
41,59636,0.55556
41,59689,0.35714
41,59791,1.42857
41,59845,10.00000
41,59898,0.52632
41,59986,1.25000
41,60285,0.50000
41,60334,0.34483
41,60543,5.00000
41,60665,0.47619
41,61322,1.11111
42,1735,0.58824
42,53065,3.33333
42,57907,10.00000
42,58390,5.00000
42,58812,1.25000
42,58913,2.50000
42,59062,0.66667
42,59205,1.11111
42,59342,0.62500
42,59459,2.00000
42,59632,1.00000
42,59791,0.90909
42,59845,0.83333
42,59898,0.76923
42,59986,1.66667
42,60334,1.42857
42,60543,0.71429
43,16,10.00000
43,30,5.00000
43,205,3.33333
43,457,2.50000
43,578,2.00000
43,743,1.66667
43,877,1.42857
43,918,1.25000
43,1029,1.11111
43,1210,1.00000
43,4081,0.90909
43,5114,0.83333
43,6880,0.76923
43,7711,0.71429
43,10800,0.66667
43,14289,0.62500
43,14513,0.58824
43,16662,0.55556
43,16918,0.52632
43,17549,0.50000
43,21557,0.47619
43,21995,0.45455
43,22789,0.43478
43,23289,0.41667
43,28297,0.40000
43,31043,0.38462
43,31374,0.37037
43,32729,0.35714
43,33352,0.34483
43,34599,0.33333
43,35839,0.32258
43,35851,0.31250
43,36470,0.30303
43,37141,0.29412
43,37349,0.28571
43,37521,0.27778
43,37623,0.27027
43,40834,0.26316
43,41025,0.25641
43,42897,0.25000
43,43692,0.24390
43,49909,0.23810
43,50265,0.23256
43,53126,0.22727
43,55597,0.22222
43,55866,0.21739
43,59845,0.21277
45,3901,10.00000
46,235,0.83333
46,9253,0.43478
46,10568,0.41667
46,11843,10.00000
46,12413,0.40000
46,13759,0.38462
46,14749,0.37037
46,25835,0.35714
46,28121,0.34483
46,30307,0.33333
46,32937,0.32258
46,33206,0.31250
46,34626,0.30303
46,38483,0.29412
46,40530,0.55556
46,40960,5.00000
46,41389,0.28571
46,42249,2.00000
46,42625,0.27778
46,45613,3.33333
46,47257,1.66667
46,48417,1.42857
46,49612,1.25000
46,50932,0.76923
46,52461,1.11111
46,53126,1.00000
46,53446,0.90909
46,56700,0.52632
46,58395,0.71429
46,59095,0.50000
46,59160,0.66667
46,59177,0.45455
46,60285,0.62500
46,60543,0.58824
46,60697,0.47619
46,61322,2.50000
47,54197,10.00000
47,55072,5.00000
47,55689,3.33333
47,58197,2.50000
47,59161,2.00000
47,59898,1.66667
48,543,10.00000
48,1589,2.00000
48,2082,0.45455
48,2147,0.43478
48,2284,1.66667
48,2550,1.42857
48,2724,5.00000
48,7031,3.33333
48,8440,1.25000
48,8795,1.11111
48,20613,1.00000
48,27947,0.90909
48,29803,0.83333
48,30016,0.76923
48,31138,0.71429
48,33372,0.66667
48,34414,0.41667
48,35857,0.62500
48,37345,0.58824
48,38824,2.50000
48,40578,0.55556
48,41456,0.52632
48,49842,0.50000
48,51462,0.47619
48,52969,0.40000
48,56923,0.38462
48,57891,0.37037
49,1564,10.00000
49,2363,5.00000
49,3199,3.33333
49,24277,2.50000
49,34292,2.00000
49,42740,1.66667
49,56566,1.42857
49,60070,1.25000
49,60506,1.11111
49,62238,1.00000
50,20,2.50000
50,22535,3.33333
50,42941,2.00000
50,49818,10.00000
50,53397,1.11111
50,53447,5.00000
50,58082,1.00000
50,58913,1.66667
50,59205,1.42857
50,60732,1.25000
51,49778,10.00000
51,49818,5.00000
51,53065,3.33333
51,57433,2.50000
51,58390,2.00000
51,59062,1.66667
51,59095,1.42857
51,59177,1.25000
51,59205,1.11111
51,59459,1.00000
51,59791,0.90909
51,59845,0.83333
51,59898,0.76923
51,60543,0.71429
53,205,10.00000
53,11771,5.00000
53,28735,3.33333
53,37521,2.50000
53,37965,2.00000
53,40732,1.66667
53,40834,1.42857
53,42892,1.25000
53,43325,1.11111
53,43608,1.00000
53,44388,0.90909
53,45560,0.83333
53,48556,0.76923
53,48569,0.71429
53,49114,0.66667
53,50608,0.62500
53,51009,0.58824
53,52215,0.55556
53,52955,0.52632
53,53065,0.50000
53,59062,0.47619
53,60543,0.45455
54,4654,1.66667
54,6746,1.42857
54,25099,1.25000
54,27631,1.11111
54,28391,1.00000
54,29787,10.00000
54,29854,0.90909
54,29976,0.83333
54,30363,0.76923
54,30654,0.71429
54,30749,0.66667
54,30806,0.62500
54,30831,0.58824
54,30895,0.55556
54,31147,0.52632
54,31163,0.50000
54,31173,0.47619
54,31227,5.00000
54,31251,3.33333
54,31318,0.45455
54,31540,0.43478
54,31580,0.41667
54,31621,0.40000
54,31636,0.38462
54,31637,2.50000
54,31706,0.37037
54,31764,0.35714
54,31771,0.34483
54,31821,0.33333
54,31859,0.32258
54,31953,0.31250
54,32013,0.30303
54,32182,0.29412
54,32282,0.28571
54,32491,0.27778
54,32494,0.27027
54,32526,0.26316
54,32664,0.25641
54,32673,0.25000
54,32729,0.24390
54,32828,0.23810
54,32901,0.23256
54,32947,0.22727
54,32998,0.22222
54,33095,0.21739
54,33191,2.00000
54,33486,0.21277
54,35849,0.20833
54,35860,0.20408
54,37349,0.20000
54,37520,0.19608
54,39198,0.19231
54,40417,0.18868
54,41762,0.18519
54,42310,0.18182
54,44961,0.17857
54,45613,0.17544
54,47194,0.17241
54,47917,0.16949
54,48414,0.16667
54,48556,0.16393
54,49596,0.16129
54,49828,0.15873
54,51464,0.15625
54,52505,0.15385
54,53447,0.15152
54,53770,0.14925
54,54632,0.14706
54,54837,0.14493
54,54853,0.14286
54,54869,0.14085
54,55701,0.13889
54,55848,0.13699
54,55887,0.13514
54,56230,0.13333
54,56352,0.13158
54,56843,0.12987
54,57181,0.12821
54,57635,0.12658
54,58197,0.12500
54,58390,0.12346
54,58514,0.12195
54,58811,0.12048
54,59055,0.11905
54,59062,0.11765
54,59177,0.11628
54,59207,0.11494
54,59228,0.11364
54,59597,0.11236
54,59632,0.11111
54,59898,0.10989
54,60285,0.10870
54,60377,0.10753
54,60543,0.10638
55,21,3.33333
55,80,2.50000
55,1827,2.00000
55,3230,10.00000
55,4087,1.66667
55,6974,1.42857
55,7522,5.00000
55,18397,1.25000
55,35541,1.11111
55,35760,1.00000
55,36474,0.90909
55,40907,0.83333
55,50607,0.76923
55,53447,0.71429
55,55830,0.66667
55,56566,0.62500
55,59062,0.58824
55,59177,0.55556
55,59597,0.52632
55,60285,0.50000
55,61322,0.47619
57,1564,10.00000
57,8795,5.00000
57,37450,3.33333
57,53065,2.50000
57,53447,2.00000
57,58488,1.66667
57,58514,1.42857
57,58812,1.25000
57,58953,1.11111
57,59898,1.00000
57,59986,0.90909
57,60334,0.83333
57,60726,0.76923
57,61322,0.71429
58,49981,5.00000
58,56738,3.33333
58,58359,2.50000
58,58514,10.00000
58,59130,2.00000
58,59466,1.66667
58,59597,1.42857
58,60083,1.25000
58,60157,1.11111
58,60293,1.00000
58,61224,0.90909
59,1735,10.00000
59,58939,3.33333
59,59205,5.00000
60,5781,10.00000
60,49981,0.90909
60,50694,0.83333
60,53065,5.00000
60,53397,0.76923
60,54853,0.71429
60,55071,3.33333
60,55791,0.66667
60,55842,0.62500
60,56693,0.58824
60,56894,2.50000
60,57611,0.55556
60,57616,2.00000
60,57864,1.66667
60,58131,1.42857
60,58390,1.25000
60,58725,0.52632
60,58780,0.50000
60,58811,0.47619
60,58853,1.11111
60,58957,0.45455
60,59062,0.43478
60,59095,0.41667
